 z     x     y     pID   elem_type  elem_sequence
   1.8427499999999957        2.8325189778883483E-002   1.4675158567172726E-002           1           0           5
   1.8427499999999957       -2.8325189778883483E-002   1.4675158567172726E-002        3825           0           5
   1.9363749999999942        2.8382011948566079E-002   1.1448796530875173E-002          11           0           6
   1.9363749999999942       -2.8382011948566079E-002   1.1448796530875173E-002        3811           0           6
   2.0049999999999937        5.4212338972191567E-003   2.8438063632041613E-002           3           1           7
   2.0469999999999935        2.9124233299762745E-002   1.0316627325444862E-002          25           1           7
   2.1099999999999932        2.8421056593690097E-002   1.6063724228240681E-002          26           1           7
   2.1099999999999932        2.8976778261448947E-002   9.5055628029647732E-003          42           1           7
   2.1309999999999931        2.8357731949582583E-002   2.0182811013125929E-002          12           1           7
   2.1309999999999931        2.8796459715239708E-002   1.3085859649899473E-002          43           1           7
   2.1519999999999930        2.8423508728754956E-002   1.1103136774153966E-002          62           1           7
   2.1519999999999930       -2.8423508728754956E-002   1.1103136774153966E-002        3754           1           7
   1.0105313965725058        3725.0000000000000       0.42981872333976112                1           1           7
   3726.0000000000000       0.42304038538786159       0.99069529429524217             3727           1           7
  0.41742951130133160       0.98166083884470923        3728.0000000000000                1           1           7
   1.4643941203361663        3729.0000000000000        1.0540726363827697                1           1           7
   3730.0000000000000        1.0213642338877293        1.4351633529354135             3731           1           7
  0.97828106645871205        1.4097621316273703        3732.0000000000000                0           1           7
   2.1689999999999929        2.8706075790664816E-002   8.8068189537643272E-003          61           0           8
   2.1949999999999927        2.8912091894513610E-002   9.5027033165675824E-003          84           0           8
   2.2079999999999926        2.8854670947508088E-002   1.5282078299889638E-002          44           0           8
   2.2079999999999926        2.8958449045053281E-002   1.3054658195381003E-002          63           0           8
   2.2209999999999925        2.8842403467710668E-002   1.1237195499534426E-002          85           0           8
   2.2339999999999924        2.8698797995657985E-002   8.3146156205666441E-003         108           0           8
   2.2469999999999923        2.8948218346828491E-002   1.7431536725854693E-002          27           0           8
   2.2469999999999923        2.8847837181771710E-002   7.9221111783682290E-003          83           0           8
   2.2469999999999923        2.8856886978488275E-002   9.7225299023080448E-003         109           0           8
   2.2729999999999921        2.8389688329710533E-002   1.3831319449594202E-002          64           0           8
   2.2729999999999921        2.8772464967376427E-002   1.2138152917861680E-002          86           0           8
   2.2729999999999921        2.8316934850952040E-002   1.0770166736662161E-002         110           0           8
   2.2859999999999920        2.8716759743357148E-002   2.2148581266882995E-002           2           0           8
   2.2859999999999920        2.8753314983609838E-002   7.2407243593073465E-003         133           0           8
   123.00000000000000       0.48424748741763834        2.4114555007102494E+064 -2147483648           0           8
   2.2859999999999920       -2.8753314983609838E-002   7.2407243593073387E-003        3678           0           8
   3603.0000000000000       0.43461542242289286       0.98747527609901919             3604           0           8
  0.42205097961005916       0.97553579373969612        3605.0000000000000                0           0           8
  0.96414590778519393        3606.0000000000000       0.40052239809276102                0           0           8
   3607.0000000000000       0.39149073002659218       0.94296659492547941             3608           0           8
   2.2859999999999920       -2.8716759743357148E-002   2.2148581266882995E-002        3826           0           8
   1.4643941203361663        3729.0000000000000        1.0540726363827697                1           0           8
   3730.0000000000000        1.0213642338877293        1.4351633529354135             3731           0           8
  0.97828106645871205        1.4097621316273703        3732.0000000000000                0           0           8
   1.3804894787413806        3733.0000000000000       0.87910070027286336                1           0           8
   3734.0000000000000       0.82961235049377924        1.3184005148883449             3735           0           8
  0.78272711788159943        1.2881920470733079        3736.0000000000000                0           0           8
   1.2594694993788942        3737.0000000000000       0.69956981800470319                1           0           8
   3738.0000000000000       0.66360633545287340        1.2074232599748944             3739           0           8
  0.63121894445130178        1.1841653877854168        3740.0000000000000                0           0           8
   2.3239999999999919        2.8730951219324216E-002   1.5014282987767750E-002          45           1           9
   2.3449999999999918        2.8501126704284376E-002   6.9198660524112518E-003         107           1           9
   2.3449999999999918        2.8617374015355725E-002   1.1012577724466760E-002         111           1           9
   2.3659999999999917        2.8642745676850892E-002   1.2202501694070731E-002          87           1           9
   2.4079999999999915        2.8295470503068080E-002   9.0027479726758914E-003         163           1           9
   0.0000000000000000        1.0003023147583019        0.0000000000000000                0           1           9
   0.0000000000000000        0.0000000000000000       0.41742944717407232                0           1           9
   0.0000000000000000        0.0000000000000000        0.0000000000000000                0           1           9
   0.0000000000000000        0.0000000000000000        0.0000000000000000                0           1           9
   0.0000000000000000        0.0000000000000000        0.0000000000000000                0           1           9
   2.4079999999999915       -2.8295470503068080E-002   9.0027479726758914E-003        3653           1           9
   3607.0000000000000       0.39149073002659218       0.94296659492547941             3608           1           9
  0.38356284575566379       0.93314251300460027        3609.0000000000000                0           1           9
  0.92380169452114258        3610.0000000000000       0.37085793412234508                0           1           9
   3611.0000000000000       0.36600199300808012       0.90648237440648904             3612           1           9
  0.36209334860548126       0.89845983592770895        3613.0000000000000                0           1           9
  0.89083328373483939        3614.0000000000000       0.35697784142535655                0           1           9
   3615.0000000000000       0.35570606528693438       0.87668600137658692             3616           1           9
   2.3659999999999917       -2.8642745676850892E-002   1.2202501694070719E-002        3733           1           9
   2.2079999999999926       -2.8958449045053281E-002   1.3054658195381003E-002        3755           1           9
   4.3944132857999740        4.5383134342030940E-003  -2.8460939414004509E-002           4           0          19
   4.3944132857999740       -4.5383134342030914E-003  -2.8460939414004509E-002        3828           0          19
   4.4420382857999750        6.4380914186341802E-003  -2.8542782421068186E-002          14           1          20
   4.4630382857999757        7.4531474534492298E-003  -2.8436511724235721E-002          13           1          20
   4.4630382857999757       -7.4531474534492298E-003  -2.8436511724235721E-002        3813           1          20
   2.2079999999999926       -2.8958449045053281E-002   1.3054658195381003E-002        3755           1          20
   12.349470715500056       -2.0600760482200314E-003  -2.8305768752862441E-002           5           0          58
   12.349470715500056        1.2499570098013764E-003  -2.8392078362697873E-002          15           0          58
   12.473970715500053        1.6775835325915334E-003  -2.8545596870568124E-002          16           0          58
   12.473970715500053       -1.6775835325915334E-003  -2.8545596870568124E-002        3816           0          58
   2.2079999999999926       -2.8854670947508088E-002   1.5282078299889638E-002        3777           0          58
   2.2209999999999925       -2.8842403467710661E-002   1.1237195499534417E-002        3731           0          58
   12.515595715500053       -2.6709410872968135E-004  -2.8318261433434296E-002           6           1          59
   12.515595715500053        5.1329605698244704E-003  -2.8387122270769762E-002          29           1          59
   12.557595715500055        7.0082191138636472E-003  -2.8403243425365168E-002          28           1          59
   12.599595715500056        5.0058896660326131E-003  -2.8335416221945697E-002          30           1          59
   12.599595715500056       -5.0058896660326677E-003  -2.8335416221945697E-002        3799           1          59
   2.2209999999999925       -2.8842403467710661E-002   1.1237195499534417E-002        3731           1          59
   2.2469999999999923       -2.8847837181771710E-002   7.9221111783682220E-003        3729           1          59
   2.2469999999999923       -2.8948218346828491E-002   1.7431536725854693E-002        3796           1          59
   13.981595715500097        2.8368666000508101E-002  -9.3242789033985939E-003          65           1          64
   13.981595715500097       -2.8368666000508101E-002  -9.3242789033985939E-003        3757           1          64
   17.461595715500014        4.6638814530868544E-003   2.8448574233624228E-002          17           1          89
   17.524595715500016        2.2433458135538067E-003   2.8326416589960574E-002          31           1          89
   17.524595715500016       -2.2433458135538618E-003   2.8326416589960574E-002        3800           1          89
   12.557595715500055       -7.0082191138636472E-003  -2.8403243425365168E-002        3797           1          89
   32.717710572899598        3.7936692352326406E-003   2.9068844899691814E-002           7           1         179
   32.717710572899598        3.1372308336652137E-003   2.8621347798681768E-002          18           1         179
   32.738710572899599        2.0643178124016242E-003   2.8844777945468286E-002          32           1         179
   32.738710572899599        4.6892765891277992E-004   2.8413000996665470E-002          46           1         179
   32.738710572899599        9.3957166107515582E-004   2.8681926785927094E-002          47           1         179
   32.738710572899599        1.2985875580948728E-003   2.8287602903175842E-002          48           1         179
   32.759710572899600        2.9775222586033421E-003   2.8641297305173563E-002           8           1         179
   32.780710572899601        1.8504612555358851E-003   2.8533968472350971E-002          19           1         179
