   1   1          0.39631992255616299570    
   1   2           0.0000000000000000000    
   1   3         -0.96724858397598343501E-02
   1   4           0.0000000000000000000    
   1   5         -0.74837711400155028374E-02
   1   6           0.0000000000000000000    
   1   7          0.57211921798859532995E-03
   1   8           0.0000000000000000000    
   1   9          0.52544064524529204927E-03
   1  10           0.0000000000000000000    
   1  11         -0.70226472927023458393E-04
   1  12           0.0000000000000000000    
   1  13          0.13335114024507670541E-04
   1  14           0.0000000000000000000    
   1  15         -0.31566495488835320826E-04
   2   1           0.0000000000000000000    
   2   2           0.0000000000000000000    
   2   3           0.0000000000000000000    
   2   4           0.0000000000000000000    
   2   5           0.0000000000000000000    
   2   6           0.0000000000000000000    
   2   7           0.0000000000000000000    
   2   8           0.0000000000000000000    
   2   9           0.0000000000000000000    
   2  10           0.0000000000000000000    
   2  11           0.0000000000000000000    
   2  12           0.0000000000000000000    
   2  13           0.0000000000000000000    
   2  14           0.0000000000000000000    
   2  15           0.0000000000000000000    
   3   1         -0.58142963006570243245E-01
   3   2           0.0000000000000000000    
   3   3          0.44987999435025507675E-02
   3   4           0.0000000000000000000    
   3   5          0.40505693112802207412E-02
   3   6           0.0000000000000000000    
   3   7         -0.66080368644588847581E-03
   3   8           0.0000000000000000000    
   3   9         -0.23729785050010119483E-04
   3  10           0.0000000000000000000    
   3  11         -0.13960638979513260473E-03
   3  12           0.0000000000000000000    
   3  13          0.97946031484940103071E-04
   3  14           0.0000000000000000000    
   3  15         -0.59279272744076617853E-04
   4   1           0.0000000000000000000    
   4   2           0.0000000000000000000    
   4   3           0.0000000000000000000    
   4   4           0.0000000000000000000    
   4   5           0.0000000000000000000    
   4   6           0.0000000000000000000    
   4   7           0.0000000000000000000    
   4   8           0.0000000000000000000    
   4   9           0.0000000000000000000    
   4  10           0.0000000000000000000    
   4  11           0.0000000000000000000    
   4  12           0.0000000000000000000    
   4  13           0.0000000000000000000    
   4  14           0.0000000000000000000    
   4  15           0.0000000000000000000    
   5   1          0.13794285928964099969E-01
   5   2           0.0000000000000000000    
   5   3         -0.31007280698721671579E-02
   5   4           0.0000000000000000000    
   5   5         -0.31760854271937002686E-03
   5   6           0.0000000000000000000    
   5   7         -0.14113719908783359486E-03
   5   8           0.0000000000000000000    
   5   9          0.15527308806311099134E-03
   5  10           0.0000000000000000000    
   5  11         -0.66875604163179269094E-04
   5  12           0.0000000000000000000    
   5  13          0.76682400424671443256E-04
   5  14           0.0000000000000000000    
   5  15         -0.64571362522198650410E-04
   6   1           0.0000000000000000000    
   6   2           0.0000000000000000000    
   6   3           0.0000000000000000000    
   6   4           0.0000000000000000000    
   6   5           0.0000000000000000000    
   6   6           0.0000000000000000000    
   6   7           0.0000000000000000000    
   6   8           0.0000000000000000000    
   6   9           0.0000000000000000000    
   6  10           0.0000000000000000000    
   6  11           0.0000000000000000000    
   6  12           0.0000000000000000000    
   6  13           0.0000000000000000000    
   6  14           0.0000000000000000000    
   6  15           0.0000000000000000000    
   7   1         -0.26724659059934258512E-02
   7   2           0.0000000000000000000    
   7   3          0.90767514980693870391E-03
   7   4           0.0000000000000000000    
   7   5         -0.11160820807577730390E-03
   7   6           0.0000000000000000000    
   7   7          0.74463450769307060409E-05
   7   8           0.0000000000000000000    
   7   9          0.69291669894017588220E-04
   7  10           0.0000000000000000000    
   7  11         -0.60628602523061062588E-04
   7  12           0.0000000000000000000    
   7  13          0.26882322013767899119E-04
   7  14           0.0000000000000000000    
   7  15         -0.19341407404557809502E-04
   8   1           0.0000000000000000000    
   8   2           0.0000000000000000000    
   8   3           0.0000000000000000000    
   8   4           0.0000000000000000000    
   8   5           0.0000000000000000000    
   8   6           0.0000000000000000000    
   8   7           0.0000000000000000000    
   8   8           0.0000000000000000000    
   8   9           0.0000000000000000000    
   8  10           0.0000000000000000000    
   8  11           0.0000000000000000000    
   8  12           0.0000000000000000000    
   8  13           0.0000000000000000000    
   8  14           0.0000000000000000000    
   8  15           0.0000000000000000000    
   9   1          0.32159891955978907926E-03
   9   2           0.0000000000000000000    
   9   3         -0.21455525190835339749E-03
   9   4           0.0000000000000000000    
   9   5          0.13506748660842689226E-03
   9   6           0.0000000000000000000    
   9   7         -0.38427253112833999497E-04
   9   8           0.0000000000000000000    
   9   9         -0.29754715932429049818E-04
   9  10           0.0000000000000000000    
   9  11          0.31985214236511858151E-04
   9  12           0.0000000000000000000    
   9  13         -0.21430954492971521349E-04
   9  14           0.0000000000000000000    
   9  15          0.18024177649433428317E-04
  10   1           0.0000000000000000000    
  10   2           0.0000000000000000000    
  10   3           0.0000000000000000000    
  10   4           0.0000000000000000000    
  10   5           0.0000000000000000000    
  10   6           0.0000000000000000000    
  10   7           0.0000000000000000000    
  10   8           0.0000000000000000000    
  10   9           0.0000000000000000000    
  10  10           0.0000000000000000000    
  10  11           0.0000000000000000000    
  10  12           0.0000000000000000000    
  10  13           0.0000000000000000000    
  10  14           0.0000000000000000000    
  10  15           0.0000000000000000000    
  11   1         -0.30369621031669198695E-04
  11   2           0.0000000000000000000    
  11   3          0.95749773535088841445E-04
  11   4           0.0000000000000000000    
  11   5         -0.12918245645317599454E-03
  11   6           0.0000000000000000000    
  11   7          0.99588470957182929390E-04
  11   8           0.0000000000000000000    
  11   9         -0.64599437638980619939E-04
  11  10           0.0000000000000000000    
  11  11          0.48723540152769999800E-04
  11  12           0.0000000000000000000    
  11  13         -0.39261175141554276972E-04
  11  14           0.0000000000000000000    
  11  15          0.32089785402246132518E-04
  12   1           0.0000000000000000000    
  12   2           0.0000000000000000000    
  12   3           0.0000000000000000000    
  12   4           0.0000000000000000000    
  12   5           0.0000000000000000000    
  12   6           0.0000000000000000000    
  12   7           0.0000000000000000000    
  12   8           0.0000000000000000000    
  12   9           0.0000000000000000000    
  12  10           0.0000000000000000000    
  12  11           0.0000000000000000000    
  12  12           0.0000000000000000000    
  12  13           0.0000000000000000000    
  12  14           0.0000000000000000000    
  12  15           0.0000000000000000000    
  13   1         -0.12381250321893949974E-03
  13   2           0.0000000000000000000    
  13   3          0.86342495173411152958E-04
  13   4           0.0000000000000000000    
