9984 0. 0.
-1.796322133106021193e-02 1.904081462140388417e-03 -1.503197237884199542e-04 6.496204019251514768e-05 -5.411439717812464023e-01 -2.198411838351478145e-15 1.065788973815158259e-09 0.000000000000000000e+00 1.000000000000000000e+00
1.078259728508774648e-02 -1.107848880519272331e-03 1.481780927563032925e-03 -1.640663522963411720e-04 3.614372360286164820e+00 8.336262045287635175e-15 1.065788973815158259e-09 0.000000000000000000e+00 2.000000000000000000e+00
-6.730136946296295941e-03 -1.676403285009582750e-04 1.108764753160499826e-03 -1.075400335369485990e-04 2.852910948797478863e+00 1.061631282935771519e-14 1.065788973815158259e-09 0.000000000000000000e+00 3.000000000000000000e+00
7.465789409752432958e-03 -8.748753934442204559e-04 -9.487507427427413834e-04 1.564315611399212929e-04 -9.150842441450195430e-01 -8.046873100233954820e-15 1.065788973815158259e-09 0.000000000000000000e+00 4.000000000000000000e+00
2.927940877660387912e-03 6.325176580829998526e-04 -1.642241833808647249e-04 9.962297960214536196e-05 4.578175859319266738e-01 -1.515654073147844349e-14 1.065788973815158259e-09 0.000000000000000000e+00 5.000000000000000000e+00
-9.042003352890992315e-03 6.041244202170962998e-04 1.172319530505724001e-05 -9.506984929287096880e-05 -3.728805301155448504e+00 -2.396042680957672889e-15 1.065788973815158259e-09 0.000000000000000000e+00 6.000000000000000000e+00
-2.008080510596280295e-03 -8.588197866670487001e-04 1.305258241242543849e-03 -1.269775931890318715e-04 -2.349236289854292892e+00 -6.848797795785952358e-15 1.065788973815158259e-09 0.000000000000000000e+00 7.000000000000000000e+00
-1.194361478749481802e-03 -5.938792594017785510e-04 6.474701303375196733e-04 -2.382864506473905065e-05 2.624025651593196340e+00 8.820871620935710321e-15 1.065788973815158259e-09 0.000000000000000000e+00 8.000000000000000000e+00
1.162739542959044178e-02 -8.731412583614310118e-04 -1.087428238452744621e-03 8.178803837866806541e-05 -3.199047378295328148e+00 -1.449574938713543605e-14 1.065788973815158259e-09 0.000000000000000000e+00 9.000000000000000000e+00
8.438141126092143368e-03 -1.370984131873586925e-03 -8.153456269057307582e-04 9.109251525493481641e-05 3.565543145258149860e+00 7.316556123925315678e-15 1.065788973815158259e-09 0.000000000000000000e+00 1.000000000000000000e+01
