 z     x     y     pID   elem_type  elem_sequence
   41.337972547056715       -2.0021999473333007E-002  -6.2365728948443342E-007         691           0          22
   41.337972547056715       -2.0057805603186249E-002  -2.3444632418426565E-006         802           0          22
   41.337972547056715       -2.0021270708873305E-002  -8.9818887819669561E-006        1411           0          22
   41.337972547056715       -2.0033867870520847E-002  -1.6470229136127119E-005        1652           0          22
   41.349944472190408       -2.0102741609733916E-002  -2.3468069735581421E-005          38           1          23
   41.349944472190408       -2.0237196107233256E-002  -1.5247962522492998E-005         535           1          23
   41.349944472190408       -2.0102108074213136E-002  -1.2257240194397271E-005         766           1          23
   41.349944472190408       -2.0257743865462301E-002  -1.3013718769910058E-005         924           1          23
   41.349944472190408       -2.0163297043468909E-002  -9.3774005569153175E-006         936           1          23
   41.349944472190408       -2.0058996453988481E-002  -2.4614928565445693E-006        1076           1          23
   41.349944472190408       -2.0107119594980405E-002  -7.7838220060514694E-006        1379           1          23
   41.349944472190408       -2.0114879552302650E-002  -9.2205708592992827E-006        1419           1          23
   41.349944472190408       -2.0231951145001082E-002  -6.8899295436000875E-007        2018           1          23
   41.362297413366882       -2.0238114356936850E-002  -6.2401120358416851E-005         317           1          23
   41.362297413366882       -2.0187551972749736E-002  -5.8609189150114038E-006         812           1          23
   41.362297413366882       -2.0124529261870458E-002  -1.6619688387069422E-005         906           1          23
   41.362297413366882       -2.0164781786508532E-002  -2.5054987883148102E-006        1882           1          23
   41.374650354543355       -2.0144843217755979E-002   0.0000000000000000                1           1          23
   41.374650354543355        2.0144843217755979E-002   0.0000000000000000                2           1          23
   41.374650354543355       -2.0228612856540863E-002  -5.6702440136693402E-005         313           1          23
   41.374650354543355       -2.0066492863955409E-002  -2.8006675322999080E-007         543           1          23
   41.374650354543355       -2.0247474524054964E-002  -1.2331425282450637E-007        1748           1          23
   41.374650354543355       -2.0146109221889696E-002  -1.5401038985042581E-005        1871           1          23
   41.387003295719829       -2.0039047593625788E-002  -5.2902295101379447E-006          22           1          23
   41.387003295719829       -2.0032985172762516E-002   2.4455578150693168E-006         110           1          23
   41.387003295719829       -2.0022033645088276E-002  -1.5519241491195840E-005         467           1          23
   41.387003295719829       -2.0212592785387444E-002  -1.4210541318319389E-005         659           1          23
   41.387003295719829       -2.0023210261762930E-002  -1.7000610527695656E-005         661           1          23
   41.387003295719829       -2.0201885819149525E-002   5.8001926183910303E-006         663           1          23
   41.387003295719829       -2.0143833568729168E-002  -4.3866134439140208E-006         769           1          23
   41.387003295719829       -2.0189152973700428E-002  -2.5442790442799318E-006         954           1          23
   41.399356236896303       -2.0004227676022023E-002  -5.8959983667684385E-005          35           1          23
   41.399356236896303       -2.0037687997827458E-002   1.9182832594265654E-005          55           1          23
   41.399356236896303       -2.0055146135527609E-002   8.6038468523493001E-006         108           1          23
   41.399356236896303       -2.0009267886383821E-002  -4.2460337112078243E-006         360           1          23
   41.399356236896303       -2.0025492276394323E-002   4.5936820681735205E-005         435           1          23
   41.399356236896303       -2.0107157748784028E-002   1.2505643173927396E-005         476           1          23
   41.399356236896303       -2.0057163234391551E-002   2.7786593522087578E-005         509           1          23
   41.399356236896303       -2.0113185107426847E-002  -4.9521027527835584E-005         583           1          23
   41.399356236896303       -2.0153422056607945E-002  -9.0320176129471802E-006         592           1          23
   41.399356236896303       -2.0059881132453401E-002   5.1492015203815001E-005         610           1          23
   41.399356236896303       -2.0164590955476642E-002  -1.4602699213211006E-005         840           1          23
   41.399356236896303       -2.0006437961947010E-002  -1.4891695525548453E-005         884           1          23
   41.399356236896303       -2.0013278776335755E-002   4.8007777993427347E-005        1461           1          23
   41.399356236896303       -2.0069276990840788E-002   5.7531717154820591E-005        1712           1          23
   41.399356236896303       -2.0085184863151282E-002  -7.3241583841635950E-006        2036           1          23
   41.411709178072776       -2.0045875807217287E-002   3.1279548489505194E-005         241           1          23
   41.411709178072776       -2.0122549223298723E-002   1.2365515538241662E-005         929           1          23
   41.411709178072776       -2.0005899802241454E-002  -1.6745595823627253E-007        1138           1          23
   41.411709178072776       -2.0028833312956330E-002   2.3571387085547526E-005        1219           1          23
   41.411709178072776       -2.0091171608187557E-002   6.6608317496301083E-005        1404           1          23
   41.424062119249250       -2.0070916230187093E-002   4.1022626603088922E-005         159           1          23
   41.424062119249250       -2.0062109796285980E-002   7.6179105953249270E-005         164           1          23
   41.424062119249250       -2.0028194539199431E-002   3.2400764488431593E-005         374           1          23
   41.424062119249250       -2.0097005499808775E-002   4.4921288356984875E-005         421           1          23
   41.424062119249250       -2.0036946894046094E-002   2.9652877810666457E-005         753           1          23
   41.424062119249250       -2.0024842289044355E-002   3.0650516995787238E-005        1162           1          23
   41.424062119249250       -2.0004738769327027E-002   6.9211190124915796E-005        1476           1          23
   41.424062119249250       -2.0018854422898098E-002   1.6697375939254684E-006        1708           1          23
   41.424062119249250       -2.0011356281170727E-002  -2.0743949175323607E-006        1739           1          23
   41.436415060425723       -2.0058916832584969E-002  -2.5388331536442320E-005         295           1          23
   41.436415060425723       -2.0016757696381546E-002   1.6022098036282583E-005        1541           1          23
   41.436415060425723       -2.0006863154099008E-002   1.3732818811208429E-008        1863           1          23
   69.831190288698181        2.0214693365308917E-002  -3.1777985220816599E-007         226           0         179
   69.831190288698181        2.0027038961936010E-002  -1.6557454255866532E-007         337           0         179
   69.831190288698181        2.0109599427785528E-002  -4.9910056289693816E-006         399           0         179
   69.831190288698181        2.0021963105910826E-002  -3.2487197153119042E-005        1730           0         179
   69.843690288698170        2.0063639106361920E-002  -1.5169080156840438E-004          56           0         179
   69.843690288698170        2.0107650232812153E-002  -1.7643640194081638E-004         125           0         179
   69.843690288698170        2.0197023059321608E-002  -1.5008838419008279E-004         144           0         179
   69.843690288698170        2.0216293991039594E-002  -2.2391264405821547E-004         472           0         179
   69.843690288698170        2.0070769821235637E-002  -1.1561288159901733E-004         626           0         179
   69.843690288698170        2.0289601610338048E-002  -1.1514173048816441E-004         639           0         179
   69.843690288698170        2.0119756097687229E-002  -3.5298857486611667E-004         689           0         179
   69.843690288698170        2.0160737318102615E-002  -9.1312158866251232E-006         783           0         179
   69.843690288698170        2.0299934242082769E-002  -2.0670789530359839E-005         801           0         179
   69.843690288698170        2.0096591782038924E-002  -3.6554585584415186E-007         944           0         179
   69.843690288698170        2.0191080135578611E-002  -6.2269733929646654E-005        1026           0         179
   69.843690288698170        2.0063458180726204E-002  -5.7097014822293670E-006        1146           0         179
   69.843690288698170        2.0126601675914492E-002  -2.0718997925256197E-005        1186           0         179
   69.843690288698170        2.0052776207984936E-002  -3.0988985477776608E-004        1330           0         179
   69.843690288698170        2.0268789434622212E-002  -2.2409748471016519E-004        1490           0         179
   69.843690288698170        2.0385536603823039E-002  -3.9979437347396990E-005        1573           0         179
   69.843690288698170        2.0016200504885711E-002  -3.8495534057637404E-004        1614           0         179
   69.843690288698170        2.0364115333270403E-002  -3.2845241921930816E-004        1700           0         179
   69.843690288698170        2.0272033326415747E-002  -6.3796248983794476E-005        1787           0         179
   69.843690288698170        2.0154837433739661E-002  -8.6786455282556276E-005        1931           0         179
   69.856190288698158        2.0136116466356994E-002  -4.6379167377625714E-004          47           0         179
   69.856190288698158        2.0232480069717750E-002  -3.6555805268056134E-004         222           0         179
   69.856190288698158        2.0188723958539861E-002  -2.1320182905006744E-004         278           0         179
   69.856190288698158        2.0171860066514904E-002  -2.3984376375244145E-004         407           0         179
   69.856190288698158        2.0280867737432155E-002  -8.2900279372841786E-004         507           0         179
   69.856190288698158        2.0249575728997434E-002  -1.6875498724447201E-004         525           0         179
   69.856190288698158        2.0300736363459929E-002  -8.6074275165344926E-005         599           0         179
   69.856190288698158        2.0265390273559822E-002  -4.9219890271327783E-004         602           0         179
   69.856190288698158        2.0348712536904810E-002  -1.2610713767482670E-004         631           0         179
   69.856190288698158        2.0052725080278066E-002  -4.1655674324192455E-004         696           0         179
   69.856190288698158        2.0024414718679568E-002  -3.8556175280426443E-004         704           0         179
   69.856190288698158        2.0198792596515278E-002  -5.0529742877013414E-005         895           0         179
   69.856190288698158        2.0116937202019399E-002  -1.9348526787485424E-004         917           0         179
   69.856190288698158        2.0135412102483121E-002  -5.1847940129975912E-004        1004           0         179
   69.856190288698158        2.0154042230100581E-002  -2.0950857656489808E-004        1014           0         179
   69.856190288698158        2.0238122272979484E-002  -1.7610387361232939E-004        1200           0         179
   69.856190288698158        2.0176866608554448E-002  -4.1142915676768330E-004        1303           0         179
   69.856190288698158        2.0205775789564350E-002  -6.6508153064954816E-004        1364           0         179
   69.856190288698158        2.0102901570990386E-002  -5.4998745983592103E-005        1395           0         179
   69.856190288698158        2.0229365019656817E-002  -3.2500281616373176E-005        1446           0         179
   69.856190288698158        2.0097936930873285E-002  -3.0698587195062928E-004        1489           0         179
   69.856190288698158        2.0101686900404814E-002  -3.8263690596821272E-004        1549           0         179
   69.856190288698158        2.0085260061998698E-002  -2.6088573680687434E-004        1568           0         179
   69.856190288698158        2.0151283643912443E-002  -1.2983629038684767E-005        1668           0         179
   69.856190288698158        2.0064262606683727E-002  -3.1453617948980559E-004        1750           0         179
   69.856190288698158        2.0188816014116776E-002  -1.4852553052378622E-004        1803           0         179
   69.856190288698158        2.0111300549254540E-002  -7.2836472405329877E-004        1843           0         179
   69.856190288698158        2.0005379914948905E-002  -6.2397431087803399E-005        1939           0         179
   69.868690288698147        2.0105150692515766E-002  -5.6692994014677746E-004          33           0         179
   69.868690288698147        2.0200618738004952E-002  -1.7205560596197486E-004          57           0         179
   69.868690288698147        2.0255200106053927E-002  -9.9586765729925658E-004         104           0         179
   69.868690288698147        2.0061991273276451E-002  -7.6090544815683668E-005         309           0         179
   69.868690288698147        2.0002457018524003E-002  -5.8016166970705787E-004         442           0         179
   69.868690288698147        2.0196923751647430E-002  -1.7979979425744258E-004         604           0         179
   69.868690288698147        2.0350384302946903E-002  -7.6685565998104574E-005         611           0         179
   69.868690288698147        2.0275951776298297E-002  -5.5392795125390057E-005         629           0         179
   69.868690288698147        2.0032555968412379E-002  -1.9047627094658548E-004         648           0         179
   69.868690288698147        2.0076026897672759E-002  -1.2769296072450572E-004         815           0         179
   69.868690288698147        2.0075237040180133E-002  -6.0435909585279126E-004         821           0         179
   69.868690288698147        2.0142603536349113E-002  -9.6372005159588162E-005         861           0         179
   69.868690288698147        2.0259707217827130E-002  -1.5543449129872661E-004         870           0         179
   69.868690288698147        2.0290176816335763E-002  -1.9147521665213661E-004         905           0         179
   69.868690288698147        2.0144073013530425E-002  -1.3864954627495314E-004         912           0         179
   69.868690288698147        2.0368779776912659E-002  -2.1818638315765360E-004         926           0         179
   69.868690288698147        2.0292684470648473E-002  -9.1129236082654829E-004        1028           0         179
   69.868690288698147        2.0285401612168835E-002  -5.0928056265632331E-004        1195           0         179
   69.868690288698147        2.0197264301658878E-002  -3.9491257660343983E-004        1267           0         179
   69.868690288698147        2.0179189620720076E-002  -4.8198131083181914E-004        1304           0         179
   69.868690288698147        2.0027888178986045E-002  -1.4843843999033391E-004        1466           0         179
   69.868690288698147        2.0335733736557414E-002  -3.2701129490570434E-004        1584           0         179
   69.868690288698147        2.0320290471646230E-002  -4.3460060254997096E-004        1596           0         179
   69.868690288698147        2.0143595036148477E-002  -5.3472019491417348E-004        1765           0         179
   69.868690288698147        2.0241750586753527E-002  -8.0926914804309389E-004        1862           0         179
   69.868690288698147        2.0166379210210444E-002  -5.5346678161018864E-004        2035           0         179
   69.880833145840995        2.0038809074958440E-002  -4.9390369201102776E-004          48           0         180
   69.880833145840995        2.0097200592128064E-002  -7.6197902353851524E-006          65           0         180
   69.880833145840995        2.0022687163938419E-002  -4.6748586685995928E-005          76           0         180
   69.880833145840995        2.0337529310234508E-002  -2.6665999547756630E-004         204           0         180
   69.880833145840995        2.0135124571370466E-002  -5.6585509110692201E-004         228           0         180
   69.880833145840995        2.0029710785586134E-002  -1.1703964528277171E-005         247           0         180
   69.880833145840995        2.0296442272996602E-002  -8.5622675593557843E-004         260           0         180
   69.880833145840995        2.0009411742443438E-002  -1.9262491020593232E-004         286           0         180
   69.880833145840995        2.0205884498125062E-002  -4.3993663617146835E-004         400           0         180
   69.880833145840995        2.0309064066941468E-002  -7.0302469792483165E-004         530           0         180
   69.880833145840995        2.0240405336935139E-002  -7.2255887854565776E-004         641           0         180
   69.880833145840995        2.0248821259818563E-002  -5.1989270647242319E-004         701           0         180
   69.880833145840995        2.0313998735652896E-002  -1.2327467258633275E-004         729           0         180
   69.880833145840995        2.0234180460946171E-002  -2.0033372307403711E-007         886           0         180
   69.880833145840995        2.0222163711775556E-002  -9.6115435649640518E-005         894           0         180
   69.880833145840995        2.0328531566667748E-002  -1.6195776198569601E-004         947           0         180
   69.880833145840995        2.0192133795984429E-002  -4.1401789280283099E-004         992           0         180
   69.880833145840995        2.0237899222539147E-002  -1.6409649859698826E-004        1196           0         180
   69.880833145840995        2.0125195855741788E-002  -2.3698444571951748E-004        1268           0         180
   69.880833145840995        2.0051972813803377E-002  -5.5837431668720363E-004        1324           0         180
   69.880833145840995        2.0311218583481554E-002  -9.5319901140156324E-004        1382           0         180
   69.880833145840995        2.0315334872894792E-002  -4.1383507623299104E-004        1429           0         180
   69.880833145840995        2.0163938498151873E-002  -1.7735101551681075E-004        1480           0         180
   69.880833145840995        2.0154286423617662E-002  -2.2477643865303907E-004        1517           0         180
   69.880833145840995        2.0317591528391341E-002  -7.4817276562517455E-004        1566           0         180
   69.880833145840995        2.0256497296466672E-002  -1.5870910266218004E-004        1590           0         180
   69.880833145840995        2.0007294155590834E-002  -3.8775070579720900E-004        1608           0         180
   69.880833145840995        2.0321788925693335E-002  -9.5865483900307348E-004        1625           0         180
   69.880833145840995        2.0128382455671914E-002  -2.2799416570688758E-005        1640           0         180
