 z     x     y     pID   elem_type  elem_sequence
   5.1963929668307802       -2.0925409046200098E-002   7.8824098511771619E-005         704           0          35
   5.1963929668307802       -2.0139874461339993E-002   8.5536562532816080E-005         800           0          35
