 z     x     y     pID   elem_type  elem_sequence
   1.8089999999999915        2.8905670332459429E-002  -1.3308966707112117E-002          10           6           3
   1.8089999999999915        2.8905670332459495E-002   1.3308966707112044E-002          11           6           3
   1.8089999999999915       -2.8905670332459495E-002   1.3308966707112031E-002        7659           6           3
  -6.2686336755525844E-004  -8.5939004893205041E-005   7.3748631477089714E-006           0           6           3
   7.8390000000001123       -8.7950048556340969E-003  -2.8757026181454769E-002         139           6           3
   7.8390000000001123       -8.7950048510886322E-003   2.8757026183800230E-002         146           6           3
   7.8390000000001123        8.7950048510886322E-003   2.8757026183800230E-002        7530           6           3
  -6.2686336755525844E-004  -8.5939004893205041E-005   7.3748631477089714E-006           0           6           3
   9.0090000000001567        3.2031788952861101E-002  -6.4289580363358608E-003           9           6           3
   9.0090000000001567        3.2031788952864147E-002   6.4289580363260631E-003          12           6           3
   10.395000000000209       -8.7608800525114539E-003   2.8681782082845712E-002          34           6           3
   10.395000000000209       -8.7608800524902625E-003  -2.8681782082856135E-002          35           6           3
   10.665000000000219       -2.8759767723217894E-002  -1.7113338325995840E-002           4           6           3
   10.665000000000219       -2.8759767723217894E-002   1.7113338325995840E-002          17           6           3
   10.665000000000219        2.8759767723217894E-002   1.7113338325995840E-002        7665           6           3
  -2.2124589443126826E-005   0.0000000000000000       -0.0000000000000000             7433           6           3
   7.3048154159223800E-003  -6.2686336755525844E-004   4.2969502446602221E-004           0           6           3
   0.0000000000000000       -0.0000000000000000        7434.0000000000000                0           6           3
  -6.2686336755525844E-004   6.0157303425243042E-004  -5.1624042033962376E-005           0           6           3
  -0.0000000000000000        7435.0000000000000        7.3048154159223800E-003           0           6           3
   12.555000000000291        1.0923289242949380E-002  -2.8601314518960606E-002         142           6           3
   12.555000000000291        1.0923289315609843E-002   2.8601314485998189E-002         143           6           3
   12.591000000000292        2.8462099372804958E-002  -1.4713960424922904E-004          33           6           3
   12.591000000000292        2.8462099372814353E-002   1.4713960423877334E-004          36           6           3
   12.591000000000292       -2.8462099372814353E-002   1.4713960423877334E-004        7636           6           3
   10.665000000000219        2.8759767723217894E-002  -1.7113338325995840E-002        7652           6           3
   10.665000000000219        2.8759767723217894E-002   1.7113338325995840E-002        7665           6           3
  -2.2124589443126826E-005   0.0000000000000000       -0.0000000000000000             7433           6           3
   14.391000000000361       -2.8500133314407202E-002  -6.3121997624928407E-003           8           6           3
   14.391000000000361       -2.8500133314413284E-002   6.3121997624895178E-003          13           6           3
   14.391000000000361        2.8500133314407206E-002   6.3121997624858983E-003        7661           6           3
   12.591000000000292       -2.8462099372804958E-002  -1.4713960424922904E-004        7633           6           3
   16.101000000000425       -2.8780617675413137E-002  -4.9838585212358850E-003         188           6           3
   16.101000000000425       -2.8780617675408314E-002   4.9838585211824148E-003         189           6           3
   16.119000000000426        1.0546407574687486E-002   2.8430756167423233E-002         138           6           3
   16.119000000000426        1.0546407574811865E-002  -2.8430756167395193E-002         147           6           3
   16.173000000000428        2.8452902806918572E-002   1.3678099102220152E-003          97           6           3
   16.173000000000428        2.8452902806866340E-002  -1.3678099100558206E-003         106           6           3
   16.173000000000428       -2.8452902807450227E-002  -1.3678099121123626E-003        7572           6           3
  -2.2124589443126826E-005   0.0000000000000000       -0.0000000000000000             7433           6           3
   7.3048154159223800E-003  -6.2686336755525844E-004   4.2969502446602221E-004           0           6           3
   0.0000000000000000       -0.0000000000000000        7434.0000000000000                0           6           3
  -6.2686336755525844E-004   6.0157303425243042E-004  -5.1624042033962376E-005           0           6           3
  -0.0000000000000000        7435.0000000000000        7.3048154159223800E-003           0           6           3
   16.209000000000430       -1.4567249546608567E-002   2.9861355818786576E-002          28           6           3
   16.209000000000430       -1.4567249545086635E-002  -2.9861355819385035E-002          41           6           3
   16.209000000000430       -3.0588359338451384E-002  -6.9258546411678570E-003         141           6           3
   16.209000000000430       -3.0588359338768523E-002   6.9258546404751785E-003         144           6           3
   17.919000000000494       -2.8643751182354796E-002   4.0682886645250554E-005           5           6           3
   17.919000000000494       -2.8643751182925992E-002  -4.0682884836297861E-005          16           6           3
   17.937000000000495       -2.8381573733225415E-002  -2.5593411082249222E-003          60           6           3
   17.937000000000495       -2.8381573733225592E-002   2.5593411082342932E-003          71           6           3
   17.955000000000496       -2.8579895199210243E-002   5.2643754512262907E-003          96           6           3
   17.955000000000496       -2.8579895199210243E-002  -5.2643754512262907E-003         107           6           3
   17.973000000000496       -4.9698326855488319E-004  -2.8284554442872326E-002         185           6           3
   17.973000000000496       -4.9698326858877188E-004   2.8284554442870143E-002         192           6           3
   17.973000000000496        4.9698326862215208E-004   2.8284554442867822E-002        7484           6           3
   7436.0000000000000        7.3048154159223800E-003  -6.2686336755525844E-004           0           6           3
  -8.1123494624798099E-005   0.0000000000000000       -0.0000000000000000             7437           6           3
   7.3048154159223800E-003  -6.2686336755525844E-004   1.1172070636116585E-003           0           6           3
   0.0000000000000000       -0.0000000000000000        7438.0000000000000                0           6           3
  -6.2686336755525844E-004   1.2890850733980668E-003  -1.1062294721563381E-004           0           6           3
  -0.0000000000000000        7439.0000000000000        7.3048154159223800E-003           0           6           3
   1.4609630831844750E-003  -1.2537267351105160E-004   0.0000000000000000                0           6           3
   7440.0000000000000        7.3048154159223800E-003  -6.2686336755525844E-004           0           6           3
  -1.4012239980646952E-004   0.0000000000000000       -0.0000000000000000             7441           6           3
   7.3048154159223800E-003  -6.2686336755525844E-004   1.8047191027572931E-003           0           6           3
   0.0000000000000000       -0.0000000000000000        7442.0000000000000                0           6           3
   18.009000000000498       -2.8999492155713635E-002   3.3300473285214128E-003          29           6           3
   18.009000000000498       -2.8999492155714363E-002  -3.3300473285172686E-003          40           6           3
   19.521000000000555       -2.8436155632042576E-002  -7.8406653736409430E-003           7           6           3
   19.521000000000555       -2.8436155632033128E-002   7.8406653736252593E-003          14           6           3
   19.539000000000556       -2.8612102988410881E-002  -6.9772133475260586E-003          63           6           3
   19.539000000000556       -2.8612102988306045E-002   6.9772133476526509E-003          68           6           3
   19.683000000000561       -2.8381324450825356E-002   4.9287121635822060E-003          32           6           3
   19.683000000000561       -2.8381324450825168E-002  -4.9287121635830022E-003          37           6           3
   19.683000000000561        2.8381324450825168E-002  -4.9287121635830022E-003        7637           6           3
   17.955000000000496        2.8579895199431365E-002   5.2643754507821728E-003        7562           6           3
   17.955000000000496        2.8579895199205788E-002  -5.2643754512372853E-003        7573           6           3
   17.973000000000496        4.9698326862215208E-004  -2.8284554442867822E-002        7477           6           3
   17.973000000000496        4.9698326862215208E-004   2.8284554442867822E-002        7484           6           3
   7436.0000000000000        7.3048154159223800E-003  -6.2686336755525844E-004           0           6           3
  -8.1123494624798099E-005   0.0000000000000000       -0.0000000000000000             7437           6           3
   7.3048154159223800E-003  -6.2686336755525844E-004   1.1172070636116585E-003           0           6           3
   19.809000000000566        2.8991611186651674E-002   6.7201123808114356E-003           3           6           3
   19.809000000000566        2.8991611186635891E-002  -6.7201123807994218E-003          18           6           3
   19.809000000000566       -2.8991611186635891E-002  -6.7201123807994218E-003        7666           6           3
   19.521000000000555        2.8436155632032389E-002  -7.8406653736662318E-003        7655           6           3
   23.301000000000698        2.8361899005658300E-002   3.5524413481126012E-003         235           6           3
   23.301000000000698        2.8361899005667247E-002  -3.5524413482296226E-003         240           6           3
   23.301000000000698       -2.8361899005658300E-002   3.5524413481126012E-003        7429           6           3
   23.301000000000698       -2.8361899005667247E-002  -3.5524413482296226E-003        7434           6           3
   23.409000000000702       -2.8753227605057167E-002   1.6033414896420271E-002          64           6           3
   23.409000000000702       -2.8753227605053895E-002  -1.6033414896423494E-002          67           6           3
   23.409000000000702        2.8753227605073962E-002  -1.6033414896404020E-002        7605           6           3
   19.521000000000555        2.8436155632032389E-002  -7.8406653736662318E-003        7655           6           3
